text,tamil,english,tamil_romanized
ఫోటోగ్రఫీ కోసం వెళ్ళిన నేను జైపూర్ బజార్లలో రంగురంగుల తలపాగాలను మరియు ఆభరణాలను ధరించిన ప్రజలను నా కెమెరాలో సహజంగా చిత్రీకరించాను,புகைப்படத் தேவைக்காகச் சென்ற நான் ஜெய்ப்பூர் சந்தைகளில் வண்ணமயமான தலைப்பாகைகள் மற்றும் ஆபரணங்களை அணிந்திருந்த மக்களை என் கேமராவில் இயற்கையாகப் படம் பிடித்தேன்,For my photography trip I naturally captured people wearing colorful turbans and ornaments in Jaipur bazaars with my camera,Pugaipadam thevaikkaagas sentra naan Jaipur santhaigalil vannamayamana thalaipaagaigal martum aabaranangalai aninthiruntha makkalai en cameravil iyarkaiyaagap padam pidithen
రిషికేశ్ లోని గంగా నది తీరంలో ఉన్న ఆశ్రమంలో పది రోజుల పాటు యోగా మరియు ధ్యానం నేర్చుకోవడానికి మా వృద్ధుల సంఘం ప్రయాణాన్ని ఖరారు చేసింది,ரிஷிகேஷில் உள்ள கங்கை நதிக்கரை ஆசிரமத்தில் பத்து நாட்கள் தங்கி யோகா மற்றும் தியானம் கற்றுக்கொள்வதற்காக எங்கள் முதியோர் சங்கம் பயணத்தை இறுதி செய்துள்ளது,Our senior citizens association finalized a trip to spend ten days learning yoga and meditation at an ashram on the banks of Ganges in Rishikesh,Rishikeshil ulla Gangai nathikarai aasiramathil pathu naatkal thangi yoga martum thiyaanam katrukolvatharkaaga engal muthiyor sangam payanathai iruthi seithullathu
The sound and light show held in the evenings at Golconda Fort in Hyderabad vividly describes the historical events there to tourists.,The sound and light show held in the evenings at Golconda Fort in Hyderabad vividly describes the historical events there to tourists.,The sound and light show held during evenings at Golconda Fort in Hyderabad beautifully explains historic milestones of the structure to visiting tourists,Hyderabadin Golconda kotaiyil maalai velaiyil nadakum oli martum olikaatchi angulla varalaatru nigazhvugalai sutrula payanigaluku miga azhagaaga vilakugirathu
ఈశాన్య భారతదేశంలోని అడవులు మరియు కొండల మధ్య గడిపిన సమయం ప్రకృతిని ఎంతగా ప్రేమించాలో మరియు దానిని ఎలా రక్షించుకోవాలో నాకు నేర్పింది,வடகிழக்கு இந்தியாவின் காடுகள் மற்றும் மலைகளுக்கு இடையே கழித்த நேரம் இயற்கையை எவ்வளவு நேசிக்க வேண்டும் என்றும் அதை எவ்வாறு பாதுகாக்க வேண்டும் என்றும் எனக்குக் கற்றுக் கொடுத்தது,Time spent deep inside the lush hills and valleys of Northeast India taught me how intensely we must love nature and preserve its ecosystem,Vadakizhakku Indhiyavin kaadugal martum malaigaluku idaiye kazhitha neram iyarkaiyai evvalavu nesika veendum endrum athai evvaaru paathukaaka veendum endrum enaku katru koduthathu
మా కుటుంబ సభ్యులందరం కలసి చారిత్రక గిరి దుర్గమైన చిత్తూర్‌గఢ్ కోట లోపల ఉన్న రాణి పద్మిని ప్యాలెస్ నిర్మాణ శైలిని మరియు ఆ శతాబ్దాల నాటి రాజపుత్రుల జల మహల్ వైభవాన్ని ఎంతో ఆశక్తిగా చూశాము,"మా కుటుంబ సభ్యులందరం కలసి, చారిత్రక ప్రాముఖ్యత కలిగిన కొండ కోటైన చిత్తూర్‌గఢ్ కోటలో ఉన్న రాణి పద్మిని అరణ్యమనే నిర్మాణ శైలిని మరియు ఆ అనేక శతాబ్దాల నాటి రాజపుత్రుల జల మహల్ వైభవాన్ని చాలా ఆసక్తితో చూశాము.",Our whole family together eagerly looked at the Rajput water palace grandeur and Rani Padmini Palace architectural style inside historical hill fort Chittorgarh Fort,Engal kudumbathinar anaivarum sernthu varalaatru sirappumika malaikotaiyana Chittorgarh kotaiqul irukkum Rani Padmini aranmanaiyin katidakalai paani martum antha pala nootraandugal pazhamaiyana Rajputhrargalin Jala Mahal vaibavathai migavum aarvathudan paarthom
ராஜஸ்தானி பாரம்பரிய உணவுகள் மீதான ஆர்வத்தால் ஜெய்ப்பூர் நகரின் ஒரு பழைய புகழ்பெற்ற உணவகத்தில் தால் பாட்டி சூர்மாவை தூய நெய்யுடன் சாப்பிட்டு மகிழ்ந்தேன்,ராஜஸ்தானி பாரம்பரிய உணவுகள் மீதான ஆர்வத்தால் ஜெய்ப்பூர் நகரத்தின் ஒரு பழைய புகழ்பெற்ற உணவகத்தில் தால் பாட்டி சூர்மாவை தூய நெய்யுடன் சாப்பிட்டு மகிழ்ந்தேன்,With a passion for traditional Rajasthani dishes I enjoyed eating Dal Baati Churma with pure ghee at an old famous eatery in Jaipur city,Rajasthani paarambariya unavugal meethana aarvathaal Jaipur nagarathin oru pazhaiya pugazhpetra unavagathil Dal Baati Churma-vai thooya neiyudan saappittu magizhthen
శ్రీశైలం మల్లికార్జున స్వామి జ్యోతిర్లింగ దర్శనం కోసం దట్టమైన నల్లమల అడవుల గుండా ప్రయాణించడం ఒక అద్భుతమైన ఆధ్యాత్మిక అనుభవంగా మిగిలిపోయింది,శ్రీశైలం మల్లికార్జున స్వామి జ్యోతిర్లింగ దర్శనం కోసం దట్టమైన నల్లమల అడవుల గుండా ప్రయాణించడం ఒక అద్భుతమైన ఆధ్యాత్మిక అనుభవంగా మిగిలిపోయింది,Traveling through the thick Nallamala forest ranges for Mallikarjuna Swamy Jyotirlinga darshan at Srisailam remains an incredible lifetime spiritual experience,Srisailam Mallikarjuna Swamy jyotirlinga tharisanathirkaaga adarntha Nallamala kaadugal vazhiye payanipathu oru arputhamana aanmeega anubavamaaga michamirukirathu
ప్రకృతిలో ఒక అద్భుతమైన సూర్యోదయాన్ని చూసినప్పుడు ఆ నిమిషం నా జీవితంలోనే ఎంతో గొప్పదని నేను భావిస్తాను,இயற்கையில் ஒரு அற்புதமான சூரிய உதயத்தைப் பார்க்கும்போது அந்த நிமிடம் என் வாழ்க்கையிலேயே மிகச் சிறந்தது எனக் கருதுகிறேன்,I feel that the moment I see a wonderful sunrise in nature is the greatest in my life,Iyarkaiyil oru arputhamana sooriya uthayathaip paarkkumbothu antha nimidam en vaazhkkaiyilaiyea migach siranthathu enak karuthugiren
"Due to college budget constraints, we have already reserved rooms in youth hostels located in old Portuguese houses in Goa.","Due to college budget constraints, we have already made reservations to stay in youth hostels located in old Portuguese houses in Goa.",Due to college budget constraints we reserved rooms in advance to stay at youth hostels located in old Portuguese houses in Goa,Kalloori budget varambugal kaaranamaaga Goavil ulla pazhaiya Portuguese veethugalil amainthulla ilaignar viduthigalil thanguvatharku munpathivu seithullom
వృద్ధులైన మా నాన్నమ్మగారు తన మనవళ్ళ కోసం వారణాసిలో దొరికే పట్టు రుమాళ్లను మరియు భక్తి గీతాల పుస్తకాలను ఎంతో ప్రేమతో కొన్నారు,வயதான என் பாட்டி தன் பேரப்பிள்ளைகளுக்காக வாரணாசியில் கிடைக்கும் பட்டுத் துணிகள் மற்றும் பக்திப் பாடல்கள் புத்தகங்களை மிகுந்த அன்புடன் வாங்கினார்,My elderly grandmother lovingly bought silk handkerchiefs and books of devotional songs available in Varanasi for her grandchildren,Vayathaana en paatti than pearappillaigalukkaaga Varanasiyil kidaikum pattuth thunigal martum bhakthip paadalgal puththagangalaim miguntha anbudan vaanginaar
మా కుటుంబ సభ్యులందరం కలిసి హంపిలో విరూపాక్ష ఆలయ పరిసరాలలో ఉన్న పాత కట్టడాలను చూసి ఆ కాలపు వైభవాన్ని గురించి చర్చించుకున్నాము,எங்கள் குடும்பத்தினர் அனைவரும் சேர்ந்து ஹம்பியில் விருபாக்ஷர் கோயில் வளாகத்தில் இருந்த பழங்காலக் கட்டிடங்களைப் பார்த்து அந்த காலத்தின் வைபவத்தைப் பற்றிப் பேசிக்கொண்டோம்,Our entire family discussed about the grandeur of that era after seeing the old buildings in Virupaksha temple premises at Hampi,Engal kudumbathinar anaivarum sernthu Hampiyil Virupaksha kovil valagathil iruntha pazhangalak katidangalaip paarthu antha kaalathin vaibavathaip patri paesikondom
అమృత్‌సర్‌లో దొరికే తాజా వెన్నతో చేసిన పరాఠాలు మరియు స్థానిక వంటకాల రహస్యాలను తెలుసుకోవడానికి ఒక ప్రసిద్ధ చెఫ్ నడుపుతున్న చిన్న హోటల్‌లో బస చేశాము.,అమృత్‌సర్‌లో దొరికే తాజా వెన్నతో చేసిన పరాఠాలు మరియు స్థానిక వంటకాల రహస్యాలను తెలుసుకోవడానికి ఒక ప్రసిద్ధ చెఫ్ నడుపుతున్న చిన్న హోటల్‌లో మేము బస చేశాము.,We stayed in a small hotel run by a famous chef to learn the secrets of local dishes and parathas made with fresh butter in Amritsar,Amirthasarasil kidaikum puthiya vennai parathakal martum ulloor unavugalin ragasiyangalai ariya oru pugazhpetra samayal kalaignar nadathum siriya hotel-il thangiyirunthom
விழா வருகையாளராக நான் கொல்கத்தாவில் துர்கா பூஜையின் போது அம்மன் சிலைகளை அலங்கரிக்கப் பயன்படுத்தப்படும் ஆபரணங்கள் தயாரிப்பைக் கண்டு வியந்தேன்,விழா வருகையாளராக நான் கொல்கத்தாவில் துர்கா பூஜையின் போது அம்மன் சிலைகளை அலங்கரிக்கப் பயன்படுத்தப்படும் ஆபரணங்கள் தயாரிப்பைக் கண்டு வியந்தேன்,As a festival visitor I was fascinated by seeing the making of jewelry used in the decoration of Goddess idols during Durga Puja in Kolkata,Thiruvizha varugaiyaalaraaga naan Kolkata-vil Durga Puja-yin pothu Amman silaigalai alangarikap payanpaduthappadum aabaranangal thayarippaikaandu viyanthom
లక్నో వీధుల్లో దొరికే ప్రసిద్ధ టుండే కబాబ్ వంటకాలను ప్రతిరోజూ రాత్రి వేళల్లో ఆస్వాదించడానికి అమీనాబాద్ మార్కెట్ లోని ఒక పాత లాడ్జి లో బస చేశాము,லக்னோ வீதிகளில் கிடைக்கும் புகழ்பெற்ற துண்டே கபாப் உணவுகளை தினமும் இரவு நேரங்களில் சுவைக்க அமீனாபாத் சந்தையில் உள்ள ஒரு பழைய விடுதியில் தங்கியிருந்தோம்,We stayed in an old lodge in Aminabad market to enjoy the famous Tunday Kababi dishes available in Lucknow streets every night,Lucknow veethigalil kidaikum pugazhpetra Tunday Kabab unavugalai thinamum iravu nerangalil suvaikka Aminabad santhayil ulla oru pazhaiya viduthiyil thangiyirunthom
"Travel gives us, the elderly, new enthusiasm and makes us feel that we are still connected to the world.","For us elders, journeys bring new enthusiasm and give us the feeling that we are still connected to the world.",Travels give us energy and make us feel that we are still connected to the world,Muthuyavargalaagiya engalukup payanangal puthiya utsaagathaith tharuvathodu naangal innum ulagathodu thodarpil irukkiron endra unarvaith tharugindrana
ఒంటరి యాత్రికుడిగా నేను వారణాసి గల్లీలలో తిరుగుతూ అక్కడి ప్రత్యేకమైన పట్టుచీరల నేత పనిని మరియు నూలు వడకడాన్ని దగ్గరగా పరిశీలించి ఆ కళాకారుల నైపుణ్యాన్ని మెచ్చుకున్నాను,தனிப் பயணியாக நான் வாரணாசியின் சந்துகளில் சுற்றி அங்கிருந்த பிரத்யேகமான பட்டுப்புடவை நெசவு மற்றும் நூல் நூற்கும் முறையை நெருக்கமாகப் பார்த்து அக்கலைஞர்களின் திறமையைப் பாராட்டினேன்,Traveling as a solo visitor I walked through the alleys of Varanasi and closely observed the unique silk weaving and spinning to admire the craftsmanship,Thani payanaiyaaga naan Varanasiyin santhugalil sutri angiruntha pirathyekamaana pattuppudavai nesavu martum nool noorkum muraiyai nerukkamaagap paarthu akkalaignargalin thiramaiyaip paaraattinen
ఒడిస్సాలోని పూరి జగన్నాథ రథయాత్ర ఉత్సవాల సందర్భంగా బడదండ వీధిలో లక్షలాది మంది భక్తులు లాగే రథాల కదలికలను మరియు కీర్తనల శబ్దాలను కోల్‌కతా వీధి యాత్రికులతో కలిసి చూసి తరించాము,ஒடிசாவின் பூரி ஜெகந்நாதர் ரத யாத்திரை விழாவின் போது படதண்டா வீதியில் லட்சக்கணக்கான பக்தர்கள் இழுக்கும் ரதங்களின் அசைவுகளையும் கீர்த்தனை ஒலிகளையும் கொல்கத்தா வீதி யாத்திரிகர்களுடன் சேர்ந்து பார்த்து மகிழ்ந்தோம்,We felt blessed watching the movement of chariots pulled by lakhs of devotees and kirtan sounds on Badadanda street along with Kolkata street pilgrims during Puri Jagannath Rath Yatra in Odisha,Odishavin Puri Jagannath ratha yaathirai vizhavin pothu Badadanda veethiyil latchakkanakkaana bhakthargal izhukkum rathangalin asaivugalaiyum keerthanai oligalaiyum Kolkata veethi yaathirigargaludan sernthu paarthu magizhthom
వృద్ధులైన మా నానమ్మగారి ఉపవాస దీక్ష ముగింపు కోసం పూరీ జగన్నాథ క్షేత్రంలో దొరికే కారం లేని పప్పు మరియు బెల్లం పాయసాన్ని మాత్రమే ప్రత్యేకంగా తెప్పించాము,వృద్ధులైన మా నానమ్మగారి ఉపవాస దీక్ష ముగింపు కోసం పూరీ జగన్నాథ క్షేత్రంలో దొరికే కారం లేని పప్పు మరియు బెల్లం పాయసాన్ని మాత్రమే ప్రత్యేకంగా తెప్పించాము,For ending our elderly grandmother fasting we specially brought the non spicy dal and jaggery payasam available in Puri Jagannath shrine,Vayathaana engal paatiyin upavaasa mudivarkaaga Puri Jagannath kshethrathil kidaikum kaaramillaatha paruppu martum vella paayasathai mattume pirathiyegamaaga varavazhaithom
సాంస్కృతిక అధ్యయనం కోసం కాంచీపురం వెళ్ళిన మా విద్యార్థుల బృందం అక్కడ పల్లవ రాజుల కాలం నాటి దేవాలయాల శిల్పకళను మరియు వాటి చారిత్రక ప్రాధాన్యతను పరిశీలించింది,கலாச்சார ஆய்வுக்காக காஞ்சிபுரம் சென்ற எங்கள் மாணவர்கள் குழு அங்குள்ள பல்லவ மன்னர்கள் காலத்துக் கோயில் சிற்பக்கலை மற்றும் அவற்றின் வரலாற்று முக்கியத்துவத்தை ஆய்வு செய்தது,Our student group that went to Kanchipuram for cultural study examined the temple sculpture of Pallava kings era and their historical significance there,Kalaachaara aaivukaaga Kanchipuram sentra engal maanavargal kuzhu angulla Pallava mannargal kaalathuk kovil sirpakalai martum avatrin varalaatru mukkiyathuvathai aaivu seithathu
A team of our college students from the History Department studied the white marble lattice work used in the construction of the Taj Mahal and the geometric patterns from the era of the Mughal emperors.,A team of our college students from the History Department studied the white marble lattice work used in the construction of the Taj Mahal and the geometric patterns from the era of the Mughal emperors.,Our college history department student group studied the white marble lattice work and Mughal emperors era geometric patterns used in Taj Mahal construction,Varalaatruth thuraiyais serantha engal kalloori maanavargal kuzhu Taj Mahal katumaanathil payanpaduthapada vellai palingukkal jaali velaipaadugal martum Mogalaya perarasargal kaalathu vadiviyal vadivangalai aaivu seithathu
"வடகிழக்கு இந்தியாவின் காடுகள் மற்றும் மலைகளுக்கு இடையே கழித்த நேரம், இயற்கையை எவ்வளவு நேசிக்க வேண்டும் என்றும், அதை எவ்வாறு பாதுகாக்க வேண்டும் என்றும் எனக்குக் கற்றுக்கொடுத்தது.",வடகிழக்கு இந்தியாவின் காடுகள் மற்றும் மலைகளுக்கு இடையே கழித்த நேரம் இயற்கையை எவ்வளவு நேசிக்க வேண்டும் என்றும் அதை எவ்வாறு பாதுகாக்க வேண்டும் என்றும் எனக்குக் கற்றுக் கொடுத்தது,Time spent deep inside the lush hills and valleys of Northeast India taught me how intensely we must love nature and preserve its ecosystem,Vadakizhakku Indhiyavin kaadugal martum malaigaluku idaiye kazhitha neram iyarkaiyai evvalavu nesika veendum endrum athai evvaaru paathukaaka veendum endrum enaku katru koduthathu
కేరళలోని శబరిమల అయ్యప్ప స్వామి దేవాలయానికి వెళ్లే భక్తులు నలభై ఒక్క రోజుల పాటు కఠినమైన దీక్షను పాటించడం వారి భక్తికి నిదర్శనం,கேரளாவின் சபரிமலை ஐயப்ப சுவாமி கோயிலுக்குச் செல்லும் பக்தர்கள் நாற்பத்தியொன்று நாட்கள் கடுமையான தீட்சையைக் கடைப்பிடிப்பது அவர்களின் பக்திக்கு சான்றாகும்,Devotees traveling to Sabarimala Ayyappa Swamy temple in Kerala observing strict spiritual penance for forty one days is proof of their devotion,Keralavin Sabarimala Ayyappa Swamy koiluku sellum bakthargal naarpathiyondru naatkal kadumaiyana theetchaiyai kadaipidipathu avargalin bakthiku saandraagum
கொடைக்கானல் மலைகளில் உள்ள ஹோட்டல் அறையிலிருந்து பார்த்தால் சுற்றிலும் அடர்ந்த மூடுபனியும் பசுமையான மரங்களும் காணப்படுவது எங்களுக்கு மிகுந்த மகிழ்ச்சியை அளித்தது,கொடைக்கானல் மலைகளில் உள்ள ஹோட்டல் அறையிலிருந்து பார்த்தால் சுற்றிலும் அடர்ந்த மூடுபனியும் பசுமையான மரங்களும் காணப்படுவது எங்களுக்கு மிகுந்த மகிழ்ச்சியை அளித்தது,Looking out from our hotel room on Kodaikanal hills gave us immense pleasure as we saw dense fog and lush green trees all around us,Kodaikanal malaigalil ulla hotel araiyil irunthu paarthaal suttrioolum adarntha moodubaniyum pasumaiyana marangalum kaanapaduvathu engaluku miguntha magizhchiyai alithathu
ఫోటోగ్రఫీ కోసం వెళ్ళిన నేను లక్నో మార్కెట్లలోని కళాకారుల చికంకారి ఎంబ్రాయిడరీ పనితనాన్ని మరియు వారి పని శైలిని నా కెమెరాలో స్పష్టంగా బంధించాను,புகைப்படத் தேவைக்காகச் சென்ற நான் லக்னோ சந்தைகளில் உள்ள கலைஞர்களின் சிக்கன்காரி எம்பிராய்டரி வேலைப்பாடு மற்றும் அவர்களின் பணி பாணியை என் கேமராவில் தெளிவாகப் பதிவு செய்தேன்,For my photography trip I clearly captured the Chikankari embroidery craftsmanship of artists in Lucknow markets and their work style with my camera,Pugaipadam thevaikkaagas sentra naan Lucknow santhaigalil ulla kalaignargalin Chikankari embroidery velaippaadu martum avargalin pani paaniyai en cameravil thelivaagap pathivu seithen
పూరీ జగన్నాథ రథయాత్ర ఉత్సవాల రద్దీని తట్టుకుని గర్భగుడి దర్శనానికి వెళ్ళడానికి ఆలయ ప్రాంగణానికి అత్యంత సమీపంలో ఉన్న ఒక ధర్మశాలలో గదిని బుక్ చేసుకున్నాము.,పూరీ జగన్నాథ రథయాత్ర ఉత్సవాల రద్దీని తట్టుకుని దర్శనం చేసుకోవడానికి ఆలయ ప్రాంగణానికి చాలా దగ్గరగా ఉన్న ధర్మశాలలో గదిని బుక్ చేసుకున్నాము.,We booked a room in a dharamshala very close to the temple premises to manage the Puri Jagannath Rath Yatra crowd for darshan,Puri Jagannath ratha yaathirai vizhavin koota nerisalaip samalithu tharisanam seya aethuvaaga kovil valaga thirku miga arugil ulla dharamsalaavil arai munpathivu seithullom
"ராஜஸ்தானின் பாரம்பரிய உணவான தால் பாட்டி சூர்மாவை, ஒரு பழைய முறையில் பரிமாறும் கிராமப்புற சூழல் கொண்ட உணவகத்தில் என் குடும்பத்துடன் ரசித்தோம்.",ராஜஸ்தானின் பாரம்பரிய உணவான தால் பாட்டி சூர்மாவை ஒரு பழைய முறையில் பரிமாறும் கிராமப்புற சூழல் கொண்ட உணவகத்தில் என் குடும்பத்துடன் ரசித்தோம்,We enjoyed the traditional Rajasthani dish Dal Baati Churma with our family in a village themed restaurant that serves it in an old school style,Rajasthanin paarambariya unavaana Dal Baati Churmaavai oru pazhaiya muraiyil parimaarum giraamapura suzhal konda unavagathil en kudumbathudan rasithom
కళాశాల సాంస్కృతిక పర్యటనలో భాగంగా మా స్నేహితుల బృందం ఒడిస్సాలోని రఘురాజ్‌పూర్ కళాకారుల గ్రామాన్ని సందర్శించి అక్కడ ప్రసిద్ధ పటచిత్ర చిత్రలేఖన శైలిని ప్రత్యక్షంగా నేర్చుకుంది,கல்லூரி கலாச்சாரப் பயணத்தின் ஒரு பகுதியாக எங்கள் நண்பர்கள் குழு ஒடிசாவின் ரகுராஜ்பூர் கைவினைஞர்கள் கிராமத்திற்குச் சென்று அங்குள்ள புகழ்பெற்ற பட்டசித்ரா ஓவிய முறையை நேரடியாகக் கற்றுக்கொண்டது,As part of a college cultural tour our group of friends visited Raghurajpur heritage crafts village in Odisha and learned the famous Pattachitra painting style directly,Kalloori kalaachaarap payanathin oru paguthiyaaga engal nanbargal kuzhu Odishavin Raghurajpur kaivinaignargal kiraamathirkus sentru angulla pugazhpetra Pattachitra ooviya muraiyai neraadiyaagak katrukondathu
కొడైకెనాల్ లోని పచ్చని కొండల మధ్య ఉన్న ఒక అందమైన హోంస్టే లో గదిని అద్దెకు తీసుకోవడం వల్ల స్థానిక వంటకాలతో పాటు తోటల అందాలను ఆస్వాదించవచ్చు,கொடைக்கானலின் பசுமையான மலைகளுக்கு நடுவே உள்ள ஒரு அழகான ஹோமஸ்டேயில் அறை வாடகைக்கு எடுப்பதன் மூலம் உள்ளூர் உணவுகளுடன் தோட்டங்களின் அழகையும் ரசிக்கலாம்,Renting a room in a beautiful homestay amidst the green hills of Kodaikanal allows enjoying local food along with the beauty of gardens,Kodaikanalin pasumaiyana malaigaluku naduve ulla oru azhagana homestay-il arai vaadagaikaeduppathin moolam ulloor unavugaludan thottangalin azhagaiyum rasikkalaam
పర్యటన ముగించుకుని ఇంటికి తిరిగి వచ్చాక తీసిన ఫోటోలను చూసుకుంటుంటే మళ్లీ ఆయా ప్రదేశాలకు వెళ్లి వచ్చినట్లుగా మనస్సు పులకరించిపోతోంది,"ప్రయాణాన్ని ముగించి ఇంటికి తిరిగి వచ్చిన తర్వాత, తీసిన ఫోటోలను చూస్తుంటే మళ్లీ ఆ ప్రదేశాలకు వెళ్లి వచ్చినట్లుగా మనస్సు పులకరించిపోతోంది.",Looking at vacation photos after returning back home makes my mind thrill with joy as if I visited all those destinations once again,Payanathai mudithuvittu veetirku thirumbiya piragu edutha pugaipadangalaip paarkumbothu meendum antha idangaluku sendru vanthathu pol manam silirkirathu
మైసూర్ దసరా ఉత్సవాల రంగుల ప్రపంచాన్ని మరియు ఏనుగుల ఊరేగింపును దగ్గర నుండి చూడటానికి వీలుగా ప్యాలెస్ కి సమీపంలోనే వసతి బుక్ చేసుకున్నాము,மைசூர் தசரா விழாவின் வண்ணமயமான உலகத்தையும் யானைகளின் ஊர்வலத்தையும் மிக அருகில் இருந்து பார்ப்பதற்கு வசதியாக அரண்மனைக்கு அருகிலேயே தங்குமிடத்தை முன்பதிவு செய்துள்ளோம்,We booked accommodation near the palace to watch the colorful world of Mysore Dasara celebrations and the elephant procession from up close,Mysore Dasara vizhavin vannamayamana ulagathaiyum yaanaigalin oorvalathaiyum miga arugil irunthu paarpatharku vasathiyaaga aranmanaika arugileye thangumidathai munpathivu seithullom
ఒకే పర్యటనలో వివిధ సాంప్రదాయ దేవాలయాలను దర్శించేలా ఒక సమగ్రమైన ఆధ్యాత్మిక మార్గాన్ని ప్లాన్ చేయడం ఎంతో మానసిక తృప్తిని ఇస్తుంది,ఒకే ప్రయాణంలో వివిధ సాంప్రదాయ దేవాలయాలను దర్శించేలా ఒక విస్తృతమైన ఆధ్యాత్మిక మార్గాన్ని ప్లాన్ చేయడం అత్యధిక మానసిక తృప్తిని అందిస్తుంది.,Planning a seamless comprehensive pilgrimage route to worship at multiple traditional temples in one single tour gives immense mental satisfaction,Ore payanathil palveru paarambariya koilgalai tharisikum vagaiyil oru virivana aanmeega paathaiyai thittamiduvathu miguntha manathirupthiyai alikum
மேற்கு வங்காளத்தின் டார்ஜிலிங் இமயமலை ரயில்வே பொம்மை ரயில் பயணத்தில் பசுமையான மலைகளுக்கு இடையே உள்ள அழகைப் பார்ப்பது இயற்கை ஆர்வலர்களுக்கு ஒரு வரமாகும்,மேற்கு வங்காளத்தின் டார்ஜிலிங் இமயமலை இரயில்வே பொம்மை ரயில் பயணத்தில் பசுமையான மலைகளுக்கு இடையே உள்ள அழகைப் பார்ப்பது இயற்கை ஆர்வலர்களுக்கு ஒரு வரமாகும்,Watching the beauty from the Darjeeling Himalayan Railway toy train ride through green hills is a boon for nature lovers,Merku vangalaathin Darjeeling imayamalai irailve bommai rail payanathil pasumaiyana malaigaluku idaiye ulla azhagai paarpathu iyarkai aarvalargaluku oru varamaagum
"I took a close-up photo with my macro lens of the beauty of the sun rays falling on the famous Poha and Jalebi dishes available at dawn in the city of Indore, Madhya Pradesh.","I captured a close-up photo with my macro lens of the beauty of the sun rays falling on the famous Poha and Jalebi dishes available early in the morning in the city of Indore, Madhya Pradesh.",I took a close up photo of the morning sun rays falling on the famous poha and jilebi dishes available early morning in Indore city of Madhya Pradesh using macro lens,Madhya Pradeshin Indore nagaril athigaalaiyileye kidaikum pugazhpetra Poha martum Jilebi unavugalin mel vizhum sooriya kathirgalin azhagai en macro lens moolam nerukkamaaga padam pidithen
హిమాచల్ ప్రదేశ్‌లోని మంచు కొండల నేపథ్యంలో స్థానిక మహిళలు తయారుచేసే సాంప్రదాయ సిద్దూ వంటకాన్ని సహజసిద్ధమైన రంగులు మారకుండా నా కెమెరాతో వైడ్‌యాంగిల్‌లో చిత్రీకరించాను,இமாச்சலப் பிரதேசத்தின் பனிமலைகளின் பின்னணியில் உள்ளூர் பெண்கள் தயாரிக்கும் பாரம்பரிய சித்து உணவை அதன் இயற்கை நிறங்கள் மாறாமல் என் கேமராவில் அகலக் கோணத்தில் படம் பிடித்தேன்,I shot the traditional Siddu dish prepared by local women using a wide angle lens on my camera without losing its natural colors against Himachal snow hills,Himachal Pradeshin panimalaigalin binnaniyil ulloor pengal thairarkum paarambariya Siddu unavai athan iyarkai nirangal maaraamal en cameravil agala konathil padam pidithen
వృద్ధాప్యంలో ప్రయాణించేటప్పుడు మరీ ఎక్కువ ఉత్సాహపడకుండా ప్రశాంతంగా ప్రదేశాలను చూస్తూ గడపడం నా ఆరోగ్యానికి మరియు మనస్సుకు చాలా మంచిదని నేను గ్రహించాను,"ముసలితనంలో ప్రయాణించేటప్పుడు అతిగా ఉత్సాహపడకుండా, ప్రశాంతంగా ప్రదేశాలను చూస్తూ కాలం గడపడం నా శారీరిక మరియు మానసిక ఆరోగ్యానికి చాలా మంచిదని నేను గ్రహించాను.",I realized that spending time peacefully seeing places without getting too excited while traveling in old age is good for my health and mind,Muthumaik kaalathil payanam seiyumbothu athiga utsaagamadaiyaamal nithaanaamaaga idangalaip paarthu nearathaich selaviduvathu en udalnalathirgum manathirgum migavum nallathu ena unarthen
మహాబలిపురం పల్లవ రాజుల కాలం నాటి రాతి కట్టడాల చరిత్రను లోతుగా అధ్యయనం చేయడానికి పురాతన శైలి డిజైన్ ఉన్న హెరిటేజ్ హోటల్ లో బస చేస్తున్నాను,மகாபலிபுரம் பல்லவ மன்னர்களின் காலத்து கற்கோயில்களின் வரலாற்றை ஆழமாக படிக்க ஏதுவாக பழங்கால பாணியில் வடிவமைக்கப்பட்ட பாரம்பரிய ஹோட்டலில் தங்கியுள்ளேன்,I am staying in a heritage hotel with ancient style design to deeply study the history of Pallava kings era stone structures in Mahabalipuram,Mahabalipuram Pallava mannargalin kaalathu karkoilgalin varalaatrai aazhamaaga padikka aethuvaaga pazhangala paaniyil vadivamaikapatta paarambariya hotel-il thangiyullen
